method_name,old_code,new_code,is_vulnerable
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::zkLeaderElectorImpl,"e
s
/
L
I
C
E
N
S
E
-
2","L
I
C
E
N
S
E
-
2
.
0

",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Utf8Decoder::decodeHasArray,"*
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.


 
*
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h
i
s
 
f
i
l
e
 
t
o
 
Y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0


 ","*
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.


 
*
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h
i
s
 
f
i
l
e
 
t
o
 
Y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0


 
*
 
(
t
h",1
LdapNetworkConnection::connect,"R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y


 
*
 
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e


 
*
 
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
l
i
m
i
t
a
t
i
o
n
s


 
*
 
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
l
d
a
p
.
c
l
i
e
n
t
.
a
p
i
;






i
m
p
o
r
t
 
s
t
a
t
i
c
 
o
r
g
.
a
p
a
c
h
e","E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y


 
*
 
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e


 
*
 
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
l
i
m
i
t
a
t
i
o
n
s


 
*
 
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
l
d
a
p
.
c
l
i
e
n
t
.
a
p
i
;






i
m
p
o
r
t
 
s
t
a
t
i
c
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e",1
LdapNetworkConnection::sessionCreated,".
l
d
a
p
.
m
o
d","a
p
.
m
o
d
e
l
.
m",1
LdapNetworkConnection::writeRequest,"r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e
l
.
m
e
s
s
a
g
e
.
D
e
l
e
t
e
R
e
q
u
e
s
t
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a","r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e
l
.
m
e
s
s
a
g
e
.
D
e
l
e
t
e
R
e
q
u
e
s
t
;


i
m
p
o
r
t
 ",1
LdapNetworkConnection::addSslFilter,".
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e
l
.
m
e
s
s
a
g
e
.
C
o
m
p
a
r
e
R
e
q
u
e
s
t
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d","e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e
l
.
m
e
s
s
a
g
e
.
C
o
m
p
a
r
e
R
e
q
u
e
s
t
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d",1
LdapNetworkConnection::messageReceived,".
L
d
a
p
D
e
c
o
d
e
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
L
d
a
p
M
e
s
s
a
g
e
C
o
n
t
a
i
n
e
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
M
e
s
s
a
g
e
D
e
c
o
r
a
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
M
e
s
s
a
g
e
E
n
c
o
d
e
r
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
S
c
h
e
m
a
B
i
n
a
r
y
A
t
t
r
i
b
u
t
e
D
e
t
e
c
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
e
x
t
r
a
s
.
e
x
t
e
n
d
e
d
.
s
t
a
r
t
T
l
s
.
S
t
a
r
t
T",".
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
L
d
a
p
M
e
s
s
a
g
e
C
o
n
t
a
i
n
e
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
M
e
s
s
a
g
e
D
e
c
o
r
a
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
M
e
s
s
a
g
e
E
n
c
o
d
e
r
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
S
c
h
e
m
a
B
i
n
a
r
y
A
t
t
r
i
b
u
t
e
D
e
t
e
c
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
e
x
t
r
a
s
.
e
x
t
e
n
d
e
d
.
s
t
a
r
t
T
l
s
.
S
t
a
r
t
T
l
s
R",1
LdapNetworkConnection::connect," 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y


 
*
 
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e


 
*
 
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
l
i
m
i
t
a
t
i
o
n
s


 
*
 
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
l
d
a
p
.
c
l
i
e
n
t
.
a
p
i
;

","A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y


 
*
 
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e


 
*
 
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
l
i
m
i
t
a
t
i
o
n
s


 
*
 
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*


 
*
/


p
a
c
k
a
g
e
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
l
d
a
p
.
c
l
i
e
n
t
.
a
p
i
;






i
m
p
o
r
t
 
s
t
a
t
i
c
 
o
r
g
.
a
p
a",1
LdapNetworkConnection::sessionCreated,"a
p
.
m
o
d
e
l",".
m
o
d
e
l
.
e
x",1
LdapNetworkConnection::writeRequest,"e
s
s
a
g
e
.
A
d
d
R
e
q
u
e
s
t
I
m
p
l
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p","t
I
m
p
l
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e
l
.
m
e
s",1
LdapNetworkConnection::addSslFilter,"i
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e
l
.
m
e
s
s
a
g
e
.
A
b
a
n
d
o
n
R
e
q
u
e","p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
m
o
d
e
l
.
m
e
s
s
a
g
e
.
A
b
a
n
d
o
n
R
e
q
u
e
s
t
;


i
m
p
o
r
t
 
o
r
g
.
a",1
LdapNetworkConnection::messageReceived,"o
r
y
.
a
p
i
.
a
s
n
1
.
u
t
i
l
.
O
i
d
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
i
1
8
n
.
I
1
8
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
B
i
n
a
r
y
A
t
t
r
i
b
u
t
e
D
e
t
e
c
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
D
e
f
a
u
l
t
C
o
n
f
i
g
u
r
a
b
l
e
B
i
n
a
r
y
A
t
t
r
i
b
u
t
e
D
e
t
e
c
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
L
d
a
p
A
p
i
S
e
r
v
i
c
e
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
L
d
a
p
A
p","i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
i
1
8
n
.
I
1
8
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
B
i
n
a
r
y
A
t
t
r
i
b
u
t
e
D
e
t
e
c
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
D
e
f
a
u
l
t
C
o
n
f
i
g
u
r
a
b
l
e
B
i
n
a
r
y
A
t
t
r
i
b
u
t
e
D
e
t
e
c
t
o
r
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
L
d
a
p
A
p
i
S
e
r
v
i
c
e
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
d
i
r
e
c
t
o
r
y
.
a
p
i
.
l
d
a
p
.
c
o
d
e
c
.
a
p
i
.
L
d
a
p
A
p
i
S",1
get_full_path_with_slash,"i
n
g
s


f
r
o
m
 
d
j
a
n
g
o
.
c
o
r","n
g
s


f
r
o
m
 
d
j
a
n
g
o
.
c
o
r
e
.
e",1
_reverse_with_prefix,"a
n
g
o
.
u
t
i
l
s
.
d
a
t
a
s
t
r
u
c
t
u
r
e
s
 
i
m
p
o
r
t
 
M
u
l
t
i
V
a
l
u
e
D
i
c
t


f
r
o
m
 
d
j
a
n
g
o
.
u
t
i
l
s
.
f
u","a
n
g
o
.
u
t
i
l
s
.
d
a
t
a
s
t
r
u
c
t
u
r
e
s
 
i
m
p
o
r
t
 
M
u
l
t
i
V
a
l
u
e
D
i
c
t


f
r
o
m
 
d
j
a
n
g
o
.
u
t
i
l
s
.",1
ConnectionSSLSessionInfo::renegotiateBufferRequest,"a
g
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n","g
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e",1
ConnectionSSLSessionInfo::renegotiateBufferRequest,"a
g
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n","g
s
.


 
*


 
*
 
L
i
c
e
n
s
e
d
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e",1
PayloadNameRequestWrapper::parseSoapMethodName,"*
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 ","*
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t",1
HttpRange::toResourceRegion,".


 
*


 
*
 
L
i
c
e
n
s
e
d","*


 
*
 
L
i
c
e
n",1
HttpRange::parseRanges,";


 
*
 
y
o
u
 
m
a
y
 
n
o
t","a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f",1
HttpRange::toResourceRegions,"a
n
c
e
 
w
i
t
h
 "," 
L
i
c
e
n
s
e
.


 
*
 
Y
o
u
 ",1
HttpRange::toResourceRegion,"s
.


 
*


 
*
 
L
i
c
e
n
s
e"," 
*


 
*
 
L
i
c
e
n",1
HttpRange::parseRanges,")
;


 
*
 
y
o
u
 
m
a
y
 
n
o","a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f",1
HttpRange::toResourceRegions,"i
a
n
c
e
 
w
i
t
h"," 
L
i
c
e
n
s
e
.


 
*
 
Y
o
u
 
m
a",1
HttpRange::toResourceRegion,".


 
*


 
*
 
L
i
c
e
n
s
e
d","*


 
*
 
L
i
c
e
n",1
HttpRange::parseRanges,";


 
*
 
y
o
u
 
m
a
y
 
n
o
t","a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f",1
HttpRange::toResourceRegions,"a
n
c
e
 
w
i
t
h
 "," 
L
i
c
e
n
s
e
.


 
*
 
Y
o
u
 ",1
AuthorizationEndpoint::approveOrDeny,"n
s
e
.
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*","e
 
L
i
c
e
n
s
e
 
a
t


 
*
 


 
*
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C",1
AuthorizationEndpoint::authorize," 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i","e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i
c
e
n
s
e",1
AuthorizationEndpoint::getAuthorizationRequestForError,"*
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n","a
g
e
 
o
r
g
.
s
p
r
i
n
g
f
r
a
m
e
w
o
r
k
.
s
e",1
AuthorizationEndpoint::approveOrDeny,"n
s
e
.
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*","e
 
L
i
c
e
n
s
e
 
a
t


 
*
 


 
*
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C",1
AuthorizationEndpoint::authorize," 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i","e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i
c
e
n
s
e",1
AuthorizationEndpoint::getAuthorizationRequestForError,"

 
*
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e","c
k
a
g
e
 
o
r
g
.
s
p
r
i
n
g
f
r
a
m
e
w
o
r
k
.",1
AuthorizationEndpoint::approveOrDeny,"n
s
e
.
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*","e
 
L
i
c
e
n
s
e
 
a
t


 
*
 


 
*
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C",1
AuthorizationEndpoint::authorize," 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i","e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i
c
e
n
s
e",1
AuthorizationEndpoint::getAuthorizationRequestForError,"

 
*
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e","c
k
a
g
e
 
o
r
g
.
s
p
r
i
n
g
f
r
a
m
e
w
o
r
k
.",1
AuthorizationEndpoint::approveOrDeny,"n
s
e
.
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*","e
 
L
i
c
e
n
s
e
 
a
t


 
*
 


 
*
 
h
t
t
p
:
/
/
w
w
w
.
a
p
a
c
h
e
.
o
r
g
/
l
i
c
e
n
s
e
s
/
L
I
C",1
AuthorizationEndpoint::authorize," 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i","e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h


 
*
 
t
h
e
 
L
i
c
e
n
s
e",1
AuthorizationEndpoint::getAuthorizationRequestForError,"

 
*
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e","c
k
a
g
e
 
o
r
g
.
s
p
r
i
n
g
f
r
a
m
e
w
o
r
k
.",1
UaaAuthorizationEndpoint::approveOrDeny,"n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h
 
t
h
e
 
L
i
c
e
n
s
e
.


 
*


 
*
 
 
 
 
 
T
h
i
s
 
p
r
o
d
u","e
.


 
*


 
*
 
 
 
 
 
T
h
i
s
 
p
r
o
d
u
c
t
 
i
n
c
l
u
d
e
s
 
a
 
n
u
m
b
e
r
 
o
f
 
s
u
b
c
o
m
p
o
n
e
n",1
UaaAuthorizationEndpoint::authorize,"i
v
o
t
a
l
 
S
o
f
t
w
a
r
e
,
 
I
n
c
.
 
A
l
l
 
R
i
g
h
t
s
 
R
e
s
e
r
v
e
d
.


 
*


 
*
 
 
 
 
 
T
h
i
s
 
p
r
o
d
u
c
t
 
i
s
 
l
i
c
e
n
s
e
d
 
t
o
 
y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o","6
]
 
P
i
v
o
t
a
l
 
S
o
f
t
w
a
r
e
,
 
I
n
c
.
 
A
l
l
 
R
i
g
h
t
s
 
R
e
s
e
r
v
e
d
.


 
*


 
*
 
 
 
 
 
T
h
i
s
 
p
r
o
d
u
c
t
 
i
s
 
l
i
c
e
n
s
e
d
 
t
o
 
y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s",1
UaaAuthorizationEndpoint::approveOrDeny,"e
.


 
*


 
*
 
 
 
 
 
T
h
i
s
 
p
r
o
d
u
c
t
 
i
n
c
l
u
d
e
s
 
a
 
n
u
m
b
e
r
 
o
f
 
s
u
b
c
o
m
p
o
n
e
n","e
 
L
i
c
e
n
s
e
.


 
*


 
*
 
 
 
 
 
T
h
i
s
 
p
r
o
d
u
c
t
 
i
n
c
l
u
d
e
s
 
a
 
n
u
m
b
e
r
 
o
f
 
s
u
b
c
o
m
p
o
n
e
n
t
s
 
w
i",1
JwtIssuerValidator::validate,"*
 
L
i
c
e
n
s
e","*
 
L
i
c
e
n
s
e
d",1
xml_records,"n
e
o
 
i
m
p
o
r
t
 
G
r
a
p
h


 
 
 
 
h
a","e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 ",1
parse_evtx,"p
y
2
n
e
o
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a
s
_
p
y
2
n
e
o
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
i
m
p
o
r
t
 
n
u
m
p
y
 
a
s
 
n
p


 
 
 
 
h
a
s
_
n
u
m
p
y
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a
s
_
n
u
m
p
y
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
i
m
p
o
r
t
 
c
h
a
n
g
e
f
i
n
d
e
r


 
 
 
 
h
a
s
_
c
h
a
n
g
e
f
i
n
d
e
r
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a
s
_
c
h
a
n
g
e
f
i
n
d
e
r
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
f
r
o
m
 
f
l
a
s
k
 
i
m
p
o
r
t
 
F
l
a
s
k
,
 
r
e
n
d
e
r
_
t
e
m
p
l
a
t
e
,
 
r
e
q
u
e
s
t


 
 
 
 
h
a
s
_
f
l
a
s
k
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a
s
_
f
l
a
s
k
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
i
m
p
o
r
t
 
p
a
n
d
a
s
 
a
s
 
p
d


 
 
 
 
h
a
s
_","s
_
p
y
2
n
e
o
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
i
m
p
o
r
t
 
n
u
m
p
y
 
a
s
 
n
p


 
 
 
 
h
a
s
_
n
u
m
p
y
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a
s
_
n
u
m
p
y
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
i
m
p
o
r
t
 
c
h
a
n
g
e
f
i
n
d
e
r


 
 
 
 
h
a
s
_
c
h
a
n
g
e
f
i
n
d
e
r
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a
s
_
c
h
a
n
g
e
f
i
n
d
e
r
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
f
r
o
m
 
f
l
a
s
k
 
i
m
p
o
r
t
 
F
l
a
s
k
,
 
r
e
n
d
e
r
_
t
e
m
p
l
a
t
e
,
 
r
e
q
u
e
s
t


 
 
 
 
h
a
s
_
f
l
a
s
k
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a
s
_
f
l
a
s
k
 
=
 
F
a
l
s
e




t
r
y
:


 
 
 
 
i
m
p
o
r
t
 
p
a
n
d
a
s
 
a
s
 
p
d


 
 
 
 
h
a
s
_
p
a
n
d
a
s
 
=
 
T
r
u
e


e
x
c
e
p
t
 
I
m
p
o
r
t
E
r
r
o
r
:


 
 
 
 
h
a",1
